stname,tractfips,Tract_2000,Tract_2010,municipality,city_neighborhood,est_obesity_rate,is_pittsburgh
Pennsylvania,42003563100,281100,563100,Pittsburgh  ,Westwood,0.268105915,1
Pennsylvania,42003563200,230400,563200,Pittsburgh  ,East Allegheny,0.388730745,1
Pennsylvania,42003563300,438000,563300,Sewickley Hills ,,0.198084055,0
Pennsylvania,42003563300,440000,563300,Sewickley Heights ,,0.204027056,0
Pennsylvania,42003563800,433000,563800,Ben Avon Heights ,,0.127445941,0
Pennsylvania,42003563800,436000,563800,Kilbuck  ,,0.239786066,0
Pennsylvania,42003563800,441000,563800,Aleppo  ,,0.219856787,0
Pennsylvania,42003563800,442000,563800,Glenfield ,,0.303860638,0
Pennsylvania,42003563800,443000,563800,Haysville ,,0.291313985,0
Pennsylvania,42003563800,444000,563800,Glen Osborne ,,0.195962113,0
Pennsylvania,42003563900,511000,563900,Chalfant ,,0.28788103,0
Pennsylvania,42003563900,518002,563900,Forest Hills ,,0.242964131,0
Pennsylvania,42003564000,453002,564000,North Fayette  ,,0.294893715,0
Pennsylvania,42003564000,454000,564000,Mc Donald  (part),,0.277667366,0
Pennsylvania,42003564100,466000,564100,Thornburg ,,0.161277506,0
Pennsylvania,42003564100,467000,564100,Rosslyn Farms ,,0.145469927,0
Pennsylvania,42003564200,502000,564200,South Versailles  ,,0.300970771,0
Pennsylvania,42003564200,503001,564200,White Oak ,,0.285672762,0
Pennsylvania,42003564400,504400,5644,North Versailles  ,,0.294694007,0
Pennsylvania,42003564400,505000,5644,Trafford (part),,0.249314142,0
Pennsylvania,42003564400,506000,5644,Wall ,,0.304833996,0
Pennsylvania,42003564500,491102,564500,Jefferson Hills ,,0.294325941,0
Pennsylvania,42003564500,493000,564500,West Elizabeth ,,0.299610881,0
Pennsylvania,42003980000,120200,"561900, 980000 & 981800",Pittsburgh  ,Lincoln-Lemington-Belmar,0.525315088,1
Pennsylvania,42003980600,210800,980600,Pittsburgh  ,Chateau,0.439386232,1
Pennsylvania,42003980700,192100,980700,Pittsburgh  ,South Shore,0.354375073,1
Pennsylvania,42003981200,220500,563200 & 981200,Pittsburgh  ,North Shore,0.12148674,1
Pennsylvania,42003981800,120300,,Pittsburgh  ,Lincoln-Lemington-Belmar,0.574293284,1
Pennsylvania,42003982200,50700,562000 & 982200,Pittsburgh  ,North Oakland,0.138805552,1
